age,gender,work_experience,canada_workex,dep_num,canada_born,citizen_status,level_of_schooling,fluent_english,reading_english_scale,speaking_english_scale,writing_english_scale,numeracy_scale,computer_scale,transportation_bool,caregiver_bool,housing,income_source,felony_bool,attending_school,currently_employed,substance_use,time_unemployed,need_mental_health_support_bool,employment_assistance,life_stabilization,retention_services,specialized_services,employment_related_financial_supports,employer_financial_supports,enhanced_referrals,success_rate
28,1,7,4,3,0,0,14,6,7,7,6,9,8,1,1,8,2,0,0,1,1,6,0,0,1,0,1,0,1,1,60
48,0,27,9,4,0,1,8,5,5,6,5,3,3,1,1,7,1,1,0,1,1,6,1,1,1,0,0,1,1,0,61
36,0,16,12,0,1,1,12,6,5,6,5,5,4,0,0,7,2,1,1,0,1,3,1,0,0,1,1,1,1,0,67
18,0,0,0,2,0,1,10,7,7,7,8,7,6,1,1,1,1,1,0,1,0,2,1,0,1,0,0,0,1,0,65
20,0,0,0,0,1,1,12,4,4,5,4,8,9,1,1,5,6,1,1,0,0,5,1,1,0,0,1,0,0,1,60
22,1,1,0,1,0,1,14,9,8,8,8,3,8,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,55
25,0,6,4,3,1,0,10,4,4,5,4,5,9,0,1,7,6,1,0,1,0,4,1,1,1,1,0,0,0,0,48
18,0,0,0,3,0,0,12,8,7,8,8,7,4,0,0,9,6,1,0,0,1,2,1,0,0,1,0,0,0,0,44
29,0,11,3,1,0,0,10,4,5,5,4,5,8,1,0,3,6,1,0,1,1,5,0,1,1,1,1,1,1,1,55
32,1,11,7,3,1,1,10,5,4,4,4,6,4,1,0,5,8,1,0,1,0,1,1,0,0,1,1,1,1,1,41
32,0,14,8,3,0,0,10,7,7,7,8,5,4,0,1,7,6,0,0,1,1,5,0,0,0,1,1,1,0,1,52
40,0,20,16,0,1,1,8,6,6,6,5,8,8,0,1,9,8,0,0,0,1,0,1,1,0,0,0,0,0,0,63
28,1,10,4,1,1,0,10,8,8,7,9,5,4,0,0,4,5,1,1,0,1,7,1,1,1,1,1,1,1,0,51
18,0,0,0,3,0,1,10,7,8,8,6,7,6,1,0,5,7,0,0,1,0,2,0,0,1,0,0,1,0,1,42
37,0,17,10,4,1,0,10,8,9,7,8,8,6,0,1,7,4,0,1,0,1,7,0,0,1,1,0,0,1,0,69
18,1,0,0,3,1,0,12,5,5,4,5,6,8,1,1,3,2,0,1,1,0,3,0,0,1,0,1,1,1,0,47
18,1,0,0,0,1,1,14,9,10,8,9,9,3,1,0,7,2,1,1,0,0,5,0,0,1,1,1,1,0,0,58
30,0,9,4,1,1,0,8,7,6,8,7,9,4,0,0,4,5,0,1,0,0,4,1,1,0,0,1,1,0,0,49
33,0,13,11,0,1,1,14,4,3,3,4,5,9,0,1,1,2,0,1,1,1,3,1,1,1,0,1,0,1,0,67
27,0,8,6,0,0,1,8,5,4,4,6,3,6,0,1,4,9,0,1,0,1,6,0,1,0,1,1,0,1,0,52
27,1,7,3,3,0,0,10,5,6,4,5,8,7,1,0,9,8,1,1,1,1,7,0,0,0,0,1,0,1,1,59
37,0,19,15,4,1,0,12,8,9,7,8,7,6,1,1,5,2,1,1,1,1,4,1,0,0,0,1,0,0,1,79
25,1,4,2,0,0,1,10,4,5,3,4,4,9,0,1,2,1,1,1,0,0,5,0,0,0,0,1,1,0,0,42
22,0,3,2,3,1,1,12,4,4,4,5,5,8,0,0,8,5,1,1,1,1,4,0,1,0,1,0,0,1,0,58
28,1,8,6,0,0,0,10,4,5,4,4,7,9,1,0,5,4,0,0,1,0,3,0,1,1,1,1,0,1,0,52
34,1,14,9,1,1,0,10,4,4,4,3,5,5,0,1,1,5,1,1,0,1,2,1,0,1,0,1,0,0,0,36
45,1,25,9,2,1,0,8,4,4,4,4,3,8,0,0,3,5,1,0,0,0,2,0,1,0,1,0,1,1,0,75
18,0,0,0,1,1,1,8,9,10,9,8,7,5,1,0,5,8,1,0,0,1,0,1,1,1,1,1,1,0,0,53
26,1,7,3,0,1,1,12,9,10,10,8,9,7,1,1,6,3,0,1,0,1,0,1,0,1,0,1,0,0,1,66
39,1,19,9,0,1,1,12,7,8,6,6,9,5,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,1,0,73
29,1,11,6,2,0,0,10,5,4,4,5,4,6,1,0,8,8,0,0,1,0,3,0,0,0,0,0,0,0,1,56
22,1,3,2,4,1,0,12,9,10,9,8,4,8,0,1,3,9,1,1,0,0,5,0,0,1,1,1,1,1,1,52
21,0,1,0,1,1,0,12,8,7,7,9,6,3,1,1,2,3,1,1,0,0,4,1,0,0,0,0,0,0,1,38
18,1,0,0,4,1,0,14,4,3,5,3,8,9,0,0,6,8,0,0,1,1,1,1,0,0,0,0,1,1,0,63
31,0,13,7,2,0,1,14,6,6,5,5,8,3,1,0,4,7,1,0,0,1,3,0,1,0,0,0,1,0,1,58
38,0,19,5,3,1,1,10,8,9,8,8,4,8,1,1,1,8,0,0,1,1,5,1,0,0,1,0,1,0,1,68
35,0,16,7,3,1,0,12,5,4,4,5,5,5,0,0,3,3,0,1,1,0,5,0,1,1,0,0,0,1,1,53
37,1,16,14,1,0,0,14,9,8,10,9,7,5,0,0,3,5,0,1,0,0,6,1,1,1,1,1,0,0,0,87
41,0,23,10,0,0,0,14,7,8,6,7,9,5,0,1,7,7,1,0,1,0,2,0,0,1,0,0,0,1,0,85
29,1,10,3,1,1,1,12,6,6,5,5,3,8,0,1,4,8,1,0,1,0,3,1,0,0,0,0,0,1,1,62
23,1,3,1,0,0,1,8,4,5,4,4,8,6,1,1,5,2,0,1,1,1,1,0,0,1,0,1,0,1,1,35
27,0,7,5,4,0,1,8,5,4,6,5,7,5,1,1,6,4,1,1,0,1,3,0,1,1,0,1,1,1,0,49
27,0,7,3,1,0,0,8,9,10,8,9,3,7,1,1,5,6,1,1,0,0,6,0,0,0,0,0,1,0,0,55
34,0,15,10,1,0,0,8,5,5,5,6,9,6,1,1,5,1,0,0,1,1,4,1,0,0,1,1,0,0,1,65
42,1,24,14,3,1,1,8,8,8,7,7,3,5,1,1,8,7,0,1,0,1,7,0,1,0,0,1,1,1,0,63
37,1,18,9,1,0,0,8,4,5,3,5,3,8,0,1,7,8,1,0,1,0,3,1,1,1,1,1,0,1,1,60
26,0,5,3,4,0,0,10,7,6,7,6,8,9,0,1,9,3,1,1,0,0,2,1,0,0,0,0,1,1,0,64
35,0,16,6,4,0,1,10,4,5,5,4,7,4,1,0,9,2,0,0,1,1,5,0,1,0,1,1,0,0,0,60
18,1,0,0,1,1,0,6,6,5,6,6,6,4,1,0,1,3,0,0,0,1,6,0,0,0,1,1,0,1,0,41
21,1,1,0,2,1,1,10,8,8,8,9,8,4,1,0,4,7,0,1,0,0,2,1,0,1,0,0,0,1,1,36
31,1,10,8,2,1,0,8,8,8,8,7,6,5,1,1,9,4,1,1,0,1,7,1,1,1,0,1,1,0,1,52
30,0,9,5,3,1,0,12,8,7,7,8,8,6,1,1,2,2,1,0,0,1,3,1,1,0,0,0,0,0,1,56
42,1,24,21,2,0,0,12,6,5,5,7,4,6,0,0,1,3,1,0,1,1,6,0,0,0,1,1,0,0,1,71
18,1,0,0,3,0,0,10,6,5,7,6,5,4,0,1,7,7,0,1,0,1,4,1,0,0,1,1,0,1,0,46
25,0,4,3,1,0,0,10,7,7,6,8,5,4,1,0,7,5,0,0,0,1,5,1,0,0,0,1,0,1,0,56
24,0,4,2,0,1,0,8,6,6,5,5,8,6,1,1,7,2,1,1,1,0,5,1,0,0,1,0,0,0,0,47
37,0,19,16,2,0,0,8,9,9,8,8,3,9,0,1,4,5,0,1,0,1,5,1,0,1,0,0,1,1,1,70
24,0,6,2,4,0,1,12,5,6,5,4,3,6,0,0,7,6,0,0,0,1,2,1,0,1,0,0,0,1,0,45
28,0,9,5,3,1,0,12,8,8,9,8,9,4,1,0,8,5,1,1,0,1,0,1,1,1,0,1,1,1,1,59
30,1,10,4,1,0,1,12,5,5,4,6,4,7,1,1,7,1,1,1,1,0,6,1,1,0,1,0,1,0,1,53
41,1,20,6,1,0,1,14,5,6,5,5,8,5,0,0,1,9,1,1,0,1,6,0,1,1,1,1,1,0,0,68
39,0,20,8,4,1,1,12,5,6,5,6,9,8,1,0,9,1,1,1,0,1,2,0,1,0,0,0,1,0,1,77
25,1,5,2,3,0,1,12,5,4,4,5,5,7,1,0,3,4,1,1,1,0,6,1,0,1,1,1,1,1,0,63
32,1,13,5,1,1,0,12,4,4,3,4,4,3,0,0,3,2,0,1,1,1,2,1,1,1,0,1,0,0,1,55
32,0,14,12,1,1,1,10,4,4,4,4,8,8,0,0,6,9,1,0,0,0,5,0,1,1,1,0,1,0,1,66
26,1,8,3,3,1,1,14,8,8,9,8,3,3,0,0,6,2,1,0,1,1,6,0,0,1,1,1,0,0,0,46
21,1,0,0,3,0,1,8,7,8,6,7,7,3,1,0,6,2,0,1,1,0,3,1,0,1,1,1,1,1,1,39
38,1,18,15,0,0,0,6,4,4,3,5,3,6,0,1,2,1,1,1,0,1,5,1,0,1,0,1,0,1,1,66
25,0,5,2,3,0,1,10,9,10,8,10,7,9,0,1,2,6,1,0,0,0,5,0,0,1,1,0,0,0,1,54
32,0,12,9,1,0,0,8,5,5,6,6,4,7,0,0,7,3,1,0,1,1,4,1,0,0,1,1,0,0,0,42
33,0,12,6,4,1,1,12,9,10,8,10,9,4,0,1,5,6,1,1,1,0,6,0,1,1,0,1,1,1,0,77
25,1,5,3,2,0,1,12,7,7,8,6,3,7,1,0,7,5,1,0,0,0,5,0,0,0,1,1,1,1,0,57
38,0,20,15,4,1,1,8,9,8,9,10,4,9,1,0,9,4,0,1,1,0,6,0,0,0,1,1,0,0,1,78
25,0,6,4,0,0,1,8,5,4,5,4,3,9,0,0,9,4,1,1,1,0,3,0,0,0,0,0,1,1,1,48
35,0,16,5,0,1,1,10,5,6,5,4,7,4,1,1,4,3,1,1,1,1,6,0,1,1,0,0,1,0,1,59
29,1,10,7,2,1,1,12,7,6,8,8,5,8,1,0,1,5,1,0,1,0,7,1,1,1,0,0,1,1,1,58
32,0,14,8,1,1,0,6,9,10,9,10,9,3,1,1,2,9,0,0,0,1,0,0,0,0,1,1,1,0,1,52
34,0,14,9,0,1,1,14,9,8,9,9,5,9,1,0,3,3,0,1,1,1,5,0,1,0,0,1,1,0,0,67
23,0,3,1,0,1,1,12,6,5,6,7,3,8,0,1,9,1,1,0,0,1,6,0,1,1,0,0,0,0,1,55
18,0,0,0,4,0,0,8,4,3,3,5,7,9,0,0,6,8,1,1,0,0,0,0,0,0,0,1,0,0,1,44
26,0,5,3,4,1,0,14,4,5,5,5,8,6,0,1,2,9,1,0,1,0,4,1,0,0,1,1,1,1,1,61
37,1,16,6,0,0,1,6,7,8,8,8,4,3,1,0,9,3,0,0,1,0,2,1,1,0,0,1,1,0,1,52
24,0,6,2,4,0,0,8,6,6,6,6,8,3,0,1,2,3,1,1,0,0,6,0,1,0,1,0,0,0,0,55
28,1,7,3,1,1,1,12,5,4,5,4,7,4,0,0,7,4,1,0,1,1,7,1,1,0,0,0,0,1,0,45
24,1,3,1,1,1,0,10,6,5,6,5,4,7,1,1,1,9,0,1,0,0,3,1,0,0,0,0,1,1,1,53
31,0,10,5,4,1,0,10,8,7,8,8,4,9,0,0,8,1,0,1,0,1,1,0,0,0,0,1,0,0,0,58
40,0,22,18,1,1,0,10,4,3,3,3,7,8,1,1,3,4,0,1,0,0,0,0,1,0,1,0,1,0,0,68
37,1,17,15,3,0,0,8,5,5,4,6,4,6,1,0,9,1,0,1,0,1,2,1,0,0,0,0,0,0,0,49
18,1,0,0,2,1,1,8,5,4,6,5,7,8,1,1,4,7,0,1,0,0,0,0,0,0,1,1,1,0,0,40
20,0,1,0,3,0,1,10,8,7,7,7,6,8,1,0,1,1,0,0,1,1,5,1,1,1,1,1,0,0,1,47
25,0,7,3,3,1,0,12,8,7,8,7,3,6,1,1,7,1,1,1,1,1,2,1,1,0,1,0,0,1,1,62
34,1,16,5,0,1,1,12,8,7,7,9,6,9,1,1,7,6,1,1,0,1,0,1,1,1,1,1,0,1,1,75
27,0,8,2,4,1,1,8,7,6,6,7,8,7,1,1,5,7,0,1,0,0,0,0,0,0,1,0,0,1,1,60
32,1,12,6,0,1,1,12,6,7,6,6,5,4,0,0,2,1,0,1,0,1,5,1,0,1,1,0,1,0,1,60
34,1,15,6,3,0,1,12,5,4,5,6,5,8,1,1,1,6,0,1,1,1,2,0,0,0,1,1,0,1,1,65
25,0,7,6,2,0,0,12,6,7,7,6,3,3,0,0,5,6,0,1,1,1,3,0,0,1,1,1,0,0,1,54
25,0,7,4,0,0,1,10,8,7,9,8,5,3,1,1,1,7,1,0,0,0,4,0,1,0,0,0,0,0,1,58
47,0,26,14,4,1,1,8,5,6,4,5,9,4,0,0,5,5,0,0,0,1,4,0,0,0,0,1,1,1,0,71
30,0,11,7,3,1,1,14,8,9,8,9,6,3,1,1,6,1,0,0,0,1,1,1,0,0,0,0,1,1,0,60
19,0,0,0,0,1,0,8,9,10,8,8,3,5,0,0,6,6,0,1,1,0,6,1,0,1,0,0,0,1,0,56
23,1,2,0,4,0,0,10,9,8,8,9,6,8,0,1,8,1,1,0,0,1,5,0,1,0,0,1,1,1,1,65
26,0,8,6,2,1,0,10,5,6,6,5,4,7,1,0,4,7,0,0,1,1,2,0,1,0,0,1,0,0,1,47
27,0,8,4,1,0,1,10,6,6,7,6,3,3,0,1,6,4,0,1,1,0,0,0,0,0,1,1,1,0,0,38
32,0,13,8,3,0,0,6,5,6,4,5,9,7,0,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,63
30,1,11,8,1,0,0,10,5,5,6,4,6,7,1,0,4,9,0,0,0,0,4,0,0,0,1,1,0,1,0,53
34,1,15,8,4,1,1,8,8,9,9,9,7,7,1,1,4,6,1,0,1,1,6,0,0,1,0,0,0,1,0,70
34,0,14,12,4,1,1,10,7,6,7,6,9,9,1,1,9,8,1,1,0,0,5,1,1,1,1,1,1,1,0,76
40,0,20,16,3,1,0,8,4,5,3,5,7,7,0,1,6,5,0,0,0,1,2,1,0,1,1,0,1,1,0,58
36,0,18,9,4,1,1,10,8,8,8,7,3,4,1,1,1,7,1,0,1,0,1,0,0,0,1,0,0,1,0,67
32,0,11,7,1,0,0,14,7,6,8,6,4,5,1,0,1,2,0,1,1,1,3,0,0,1,1,0,1,1,0,59
34,1,15,12,0,0,1,14,7,6,7,7,8,6,1,1,8,9,0,1,0,1,6,0,1,1,0,1,0,0,1,76
33,1,13,11,2,0,1,6,6,7,7,5,8,9,0,0,8,6,1,1,1,0,5,1,1,0,1,1,0,0,0,49
34,0,15,11,0,0,0,14,6,6,5,7,5,7,1,1,6,3,0,1,1,0,5,1,1,1,1,1,0,0,1,73
29,1,11,4,4,0,1,6,9,8,9,8,7,7,1,1,9,3,0,1,1,1,5,1,0,0,0,0,0,0,1,62
32,1,11,7,4,0,0,8,7,6,6,6,9,7,0,0,6,7,0,1,0,0,7,1,1,0,1,1,1,1,1,57
33,0,14,11,0,0,0,12,6,5,6,6,4,4,0,1,8,8,0,0,1,0,7,0,0,1,0,0,1,1,1,67
41,1,20,15,4,1,1,8,6,6,6,5,8,3,0,1,3,5,0,1,0,0,3,0,0,0,1,0,0,0,1,66
47,0,26,10,4,1,0,8,6,7,5,5,7,9,1,0,2,5,0,0,1,0,2,0,1,0,1,0,1,1,1,77
31,1,12,6,1,0,1,8,8,9,9,8,7,9,0,0,9,6,0,1,0,0,3,0,1,1,1,1,0,0,0,67
22,0,1,0,1,1,1,12,5,6,6,4,6,9,1,1,6,6,0,0,0,0,5,1,1,0,1,1,1,0,1,49
31,1,11,3,4,1,0,12,4,5,3,5,3,8,1,0,2,3,0,0,0,1,5,0,1,0,0,0,0,1,1,49
38,1,19,12,1,1,1,10,5,5,4,6,8,3,1,0,2,5,0,1,1,1,7,1,1,0,1,1,0,0,0,50
34,0,13,4,0,0,1,6,8,8,7,7,4,6,1,1,4,3,1,1,0,1,1,0,1,0,1,0,0,0,0,59
46,1,25,20,0,0,0,12,7,8,8,6,9,7,0,0,1,8,1,0,0,0,2,1,0,0,1,1,0,1,1,85
39,1,19,8,2,0,0,12,9,10,10,8,6,7,0,0,9,2,1,1,0,0,1,1,1,0,0,0,1,0,0,78
37,0,19,11,1,1,0,12,9,10,8,8,4,4,0,1,8,7,0,0,0,0,6,1,1,1,1,1,1,1,1,62
18,1,0,0,0,1,1,8,6,7,7,7,9,7,1,0,2,3,1,0,0,1,7,1,0,1,0,0,1,0,0,55
34,1,15,8,4,0,0,8,5,4,4,5,6,3,0,0,6,5,1,0,0,0,6,0,0,1,0,0,1,1,0,41
29,1,11,5,2,0,0,10,9,10,9,10,6,5,0,0,6,9,1,0,1,1,6,0,0,0,1,0,0,1,1,67
21,1,0,0,4,0,1,8,9,10,9,8,3,5,0,0,4,1,1,1,1,0,7,0,1,0,0,0,0,0,1,35
35,1,14,6,3,1,0,8,7,7,8,6,8,8,1,0,9,1,1,0,1,0,7,1,0,0,1,1,0,1,1,72
30,1,9,5,1,1,1,12,8,9,8,8,7,5,1,1,3,9,1,0,0,1,0,1,1,1,0,1,1,1,1,67
23,1,3,2,4,1,0,10,7,6,8,7,6,4,1,1,4,6,1,0,0,1,7,1,1,1,1,0,1,1,1,49
25,0,6,3,0,1,0,12,4,3,3,5,6,5,1,1,9,7,0,1,0,1,2,1,1,0,1,1,1,0,0,54
28,0,7,4,3,0,0,10,7,6,7,7,6,4,1,1,5,1,0,1,1,1,3,1,0,1,0,1,1,0,1,62
28,0,10,6,1,0,1,8,6,5,7,7,5,7,1,1,8,8,1,0,1,1,4,1,0,0,1,0,0,1,1,62
20,0,1,0,1,0,1,6,9,10,9,9,5,9,0,1,8,8,1,1,1,1,7,1,0,0,1,0,1,0,0,59
39,1,18,14,0,0,1,6,5,4,5,6,9,6,0,0,3,9,1,1,1,0,4,0,0,0,0,0,1,0,0,62
21,1,1,0,0,0,0,10,6,6,5,5,8,3,0,1,8,9,1,0,0,1,4,1,1,0,0,1,1,0,0,32
26,1,7,4,4,0,1,12,4,5,5,5,7,3,0,1,8,2,0,1,1,0,4,1,0,1,0,0,0,0,0,51
33,0,13,11,1,1,0,10,6,7,7,5,4,3,0,1,7,5,1,0,0,0,4,0,1,1,0,1,0,0,0,55
29,0,10,4,0,0,0,10,5,6,4,5,7,7,0,0,6,4,0,1,1,1,0,1,0,0,1,0,1,1,1,58
20,0,2,0,0,1,1,8,5,6,5,4,8,3,0,0,3,2,0,1,1,0,4,1,1,0,1,0,1,0,0,40
30,1,12,10,4,1,0,14,6,7,5,5,8,3,0,0,6,8,1,1,0,1,6,1,1,1,1,0,0,0,0,63
31,1,13,7,0,1,1,10,7,7,8,8,6,5,0,0,5,6,1,1,0,1,0,0,1,0,0,0,0,0,0,54
30,0,9,6,3,0,1,8,8,7,8,9,8,7,0,0,9,5,0,1,0,0,2,1,0,1,1,0,1,0,0,60
19,0,0,0,3,1,0,10,8,9,8,7,7,3,1,0,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,48
32,0,11,4,0,0,1,14,4,5,4,4,9,8,0,1,1,9,0,0,1,0,6,1,1,1,0,0,1,1,1,74
18,0,0,0,1,1,0,14,5,4,4,5,4,4,0,1,6,1,0,1,1,0,5,1,0,0,0,0,1,1,0,63
26,0,7,3,1,0,0,10,8,9,7,8,8,7,1,0,1,5,0,0,0,0,4,1,0,1,1,1,0,1,1,72
38,0,17,8,2,0,0,12,7,8,7,8,6,7,0,1,5,7,0,1,0,0,2,1,0,0,1,0,0,0,0,55
37,1,19,13,4,0,1,6,5,6,4,4,5,7,1,1,5,3,0,0,1,0,4,0,0,1,0,0,0,1,0,57
24,0,5,3,0,1,0,12,8,8,9,9,9,3,0,1,1,9,0,1,0,1,4,1,0,1,0,0,1,1,0,43
35,1,14,5,4,0,1,10,5,5,6,4,4,3,0,0,6,1,0,1,1,1,4,1,1,1,0,0,1,0,1,52
19,0,0,0,3,0,1,10,5,5,6,4,6,9,1,1,4,8,0,1,1,1,4,1,1,1,0,1,0,0,1,52
31,0,12,5,4,1,0,8,7,7,6,8,4,3,0,1,7,6,1,0,0,1,2,0,0,1,0,1,1,0,1,55
33,0,12,10,3,1,1,14,7,6,8,6,5,4,0,1,4,9,1,1,0,0,1,0,0,1,1,1,0,1,1,72
22,0,4,3,4,1,1,14,4,3,5,4,7,6,1,0,4,3,1,0,1,0,0,0,0,1,0,0,0,0,1,59
29,1,8,3,4,0,0,14,8,9,8,8,6,7,0,1,7,6,1,1,1,1,7,1,1,1,1,1,0,0,1,66
28,1,9,6,1,1,1,10,8,8,7,9,4,9,1,1,3,7,1,0,0,0,2,1,0,0,1,0,1,1,1,70
43,1,22,11,4,1,1,12,9,10,10,9,7,4,0,1,7,7,0,1,1,1,4,0,0,1,1,0,1,1,1,68
19,0,0,0,0,0,0,10,5,6,6,6,3,7,0,1,1,5,1,0,1,1,0,0,1,0,1,0,0,0,1,42
33,0,13,4,2,1,0,12,6,6,6,5,8,5,1,0,9,9,1,1,1,1,2,1,0,1,1,1,1,1,1,66
34,1,14,5,0,0,0,8,4,4,4,3,6,5,0,1,5,8,1,0,1,0,3,1,0,1,0,1,1,0,1,60
18,1,0,0,0,1,0,12,6,7,5,5,5,6,0,1,6,3,0,0,1,1,2,0,0,0,0,0,0,1,0,56
33,0,12,7,2,0,0,8,8,9,9,7,5,5,0,1,8,4,0,1,1,0,5,1,0,1,1,0,0,0,1,58
41,0,23,16,1,0,0,10,8,7,9,8,5,8,1,1,3,7,1,0,0,1,6,1,1,0,0,1,1,1,0,79
37,0,18,15,0,1,0,6,6,7,6,5,4,7,0,0,1,3,1,0,1,0,0,0,0,1,0,1,1,1,0,49
33,0,14,4,0,0,1,12,8,8,9,9,9,6,1,0,7,9,0,1,0,1,2,0,1,0,1,1,1,0,1,64
18,1,0,0,0,0,0,14,9,10,9,8,3,6,0,0,1,6,1,0,1,1,0,1,0,0,0,1,0,1,0,61
40,0,21,12,0,1,0,6,9,8,10,9,4,5,1,0,5,3,0,0,0,1,5,1,0,1,1,0,1,0,1,61
36,0,15,6,2,0,0,12,6,5,7,5,7,9,1,1,7,6,0,1,0,1,4,1,1,1,0,1,0,0,0,68
30,1,11,9,4,0,0,8,8,7,8,9,4,7,0,0,2,8,1,1,0,1,6,0,1,1,0,0,1,1,0,66
28,0,8,4,0,0,1,8,5,4,4,5,5,5,0,1,5,5,0,0,1,1,2,0,1,1,1,0,1,0,1,42
31,1,10,4,3,1,0,6,5,4,4,5,6,5,0,0,7,9,0,0,1,1,0,0,1,1,1,1,1,1,1,39
25,1,4,2,4,0,1,10,6,5,6,7,8,3,0,0,7,2,0,0,1,0,7,0,0,0,1,1,0,1,0,43
27,0,8,2,1,0,1,8,6,7,5,6,4,8,0,0,7,2,1,1,0,0,7,0,1,1,0,1,1,1,0,52
30,1,9,3,4,1,0,12,5,6,6,6,4,9,0,1,3,1,1,1,1,0,7,1,0,1,0,0,0,1,0,64
26,0,5,3,2,0,0,10,6,6,7,6,3,4,1,1,9,7,1,0,1,1,0,0,0,0,1,1,1,0,0,32
39,0,19,7,2,1,1,10,8,8,9,8,7,7,0,1,9,9,1,0,1,0,3,0,1,0,1,0,1,0,0,78
21,0,1,0,1,1,1,12,6,7,6,5,4,6,1,0,7,3,0,1,0,1,0,1,0,1,1,1,1,0,0,55
29,0,10,7,1,0,1,8,7,8,8,6,4,7,0,1,1,1,0,1,1,0,6,1,0,0,1,0,0,0,0,47
24,1,4,1,1,0,0,10,5,4,5,5,5,7,1,0,3,3,1,1,0,1,6,1,0,1,0,1,0,0,0,41
33,0,12,7,3,1,1,12,9,10,8,8,4,3,1,0,2,3,1,0,1,1,4,1,0,0,1,0,1,0,0,59
32,0,12,8,4,0,0,12,7,8,8,8,6,8,0,1,9,3,0,1,0,0,1,0,0,0,0,1,1,0,1,70
45,0,25,10,4,0,1,14,4,5,3,3,7,5,1,1,7,2,0,0,1,1,7,1,1,1,1,1,0,1,0,80
39,0,18,7,0,0,0,10,6,7,5,5,4,6,0,1,6,9,0,0,0,0,1,1,0,1,0,1,1,1,1,53
31,0,10,8,2,1,1,10,8,8,8,7,6,8,0,0,2,6,1,0,1,1,4,1,1,1,1,0,0,1,0,72
33,0,15,9,3,1,0,8,9,10,9,9,4,5,1,0,6,1,1,0,0,1,5,1,1,1,1,0,0,1,1,62
18,1,0,0,0,0,0,6,7,7,8,6,8,3,1,0,2,1,1,1,1,1,3,1,1,0,0,0,0,1,1,38
18,0,0,0,4,1,0,12,7,6,7,7,8,3,1,1,7,9,1,0,1,1,4,0,1,1,1,0,0,0,0,42
41,0,22,10,1,0,1,8,8,7,7,8,6,4,1,1,1,8,1,0,1,0,5,1,0,0,1,1,0,0,0,67
38,1,20,10,3,1,0,8,7,7,7,7,4,8,0,1,6,2,0,0,0,1,1,1,0,1,0,0,0,1,0,72
19,1,0,0,0,0,0,10,4,4,4,3,8,3,1,1,9,3,0,0,0,1,1,0,0,1,0,1,1,0,0,48
23,1,5,2,1,0,1,8,5,5,5,6,9,9,1,1,3,7,0,0,0,0,0,0,1,0,0,0,0,1,1,60
19,0,0,0,4,0,0,12,9,8,9,9,6,8,0,1,9,3,1,1,1,1,5,1,0,0,0,1,1,1,0,53
26,1,7,6,2,0,0,12,4,5,5,3,9,3,1,1,4,1,0,0,0,0,7,0,1,1,1,0,1,1,0,65
36,1,16,11,3,1,0,8,5,6,4,6,4,9,0,0,5,1,1,1,0,0,6,1,0,1,1,1,0,1,0,59
39,1,19,8,2,1,1,10,5,6,5,5,4,8,1,1,7,4,1,0,1,0,1,0,1,0,0,0,1,1,0,50
37,0,18,11,0,0,0,6,7,7,7,7,6,7,0,1,7,5,1,0,1,1,3,1,0,0,1,1,0,0,0,54
36,1,15,9,1,1,1,8,6,6,5,7,7,9,0,0,2,1,0,1,0,0,6,1,0,1,0,1,1,1,0,65
30,0,9,3,0,0,1,10,8,9,8,9,6,7,0,1,8,4,1,1,0,1,2,1,0,0,1,1,1,0,1,62
29,1,8,4,2,0,0,10,9,9,8,8,6,9,1,1,1,2,1,1,0,1,5,0,0,0,0,0,0,1,1,65
35,0,17,12,0,0,0,8,4,4,3,4,7,7,1,1,5,6,1,1,0,1,7,1,1,0,1,1,1,0,1,48
22,0,3,1,3,0,1,6,7,7,6,6,9,8,1,0,4,2,0,1,1,1,4,0,1,0,1,0,1,1,1,48
40,0,22,16,0,0,1,10,4,3,3,5,5,8,1,0,4,1,0,1,0,1,3,1,1,0,1,1,1,0,0,67
41,1,23,17,3,0,1,14,5,4,5,5,3,6,1,0,3,4,1,1,0,1,3,1,0,0,0,1,1,0,1,61
40,1,20,10,1,0,0,6,4,3,5,4,6,7,0,0,9,7,1,0,1,1,2,0,0,1,1,1,1,0,1,62
29,0,9,3,1,0,0,12,9,8,9,9,5,4,0,1,7,3,0,1,0,0,4,0,1,0,1,1,0,1,0,66
23,0,2,0,4,0,0,14,5,6,4,6,6,8,0,1,9,5,1,0,1,1,1,1,0,1,1,1,1,1,0,50
25,0,6,2,2,0,1,12,6,7,6,6,9,3,0,1,9,2,0,0,0,0,7,1,1,0,0,0,1,1,1,47
41,0,20,7,3,1,0,8,7,8,7,8,8,7,0,1,9,7,0,1,0,0,2,1,1,1,0,0,0,0,1,70
30,1,9,4,2,1,1,8,8,9,9,9,8,9,0,1,8,9,0,0,0,1,7,1,1,0,0,1,0,1,0,55
20,1,2,0,4,1,0,8,9,10,9,8,5,8,0,1,7,8,0,0,1,0,2,1,1,0,1,1,0,1,1,56
39,0,21,18,2,1,1,8,8,7,8,9,7,6,0,0,6,9,1,0,1,0,0,0,0,0,0,1,1,1,0,82
