age,gender,work_experience,canada_workex,dep_num,canada_born,citizen_status,level_of_schooling,fluent_english,reading_english_scale,speaking_english_scale,writing_english_scale,numeracy_scale,computer_scale,transportation_bool,caregiver_bool,housing,income_source,felony_bool,attending_school,currently_employed,substance_use,time_unemployed,need_mental_health_support_bool,employment_assistance,life_stabilization,retention_services,specialized_services,employment_related_financial_supports,employer_financial_supports,enhanced_referrals,success_rate
28,1,9,4,1,1,0,10,7,8,7,6,3,5,1,1,6,9,1,0,1,1,0,0,1,1,1,1,0,1,0,50
29,1,8,4,1,0,0,8,9,9,9,10,5,8,1,1,4,8,1,0,1,1,2,0,0,1,0,0,1,1,0,53
35,1,14,4,0,1,1,14,6,7,7,7,4,7,0,0,3,1,1,0,1,0,5,1,1,1,1,0,1,1,0,63
21,0,3,0,2,1,0,14,5,5,5,4,5,7,1,0,6,1,0,0,0,1,7,1,1,0,0,1,0,0,0,40
33,0,13,5,0,0,1,14,4,3,3,4,4,8,1,0,9,2,0,0,0,0,5,0,1,0,1,1,1,1,0,64
31,1,11,7,2,0,1,12,7,8,6,8,8,9,0,0,5,1,1,0,0,1,1,1,0,0,0,0,1,1,0,47
33,0,12,4,0,0,1,14,7,6,8,7,7,4,1,1,7,8,0,1,1,1,2,0,0,0,1,1,1,0,0,75
32,1,14,5,4,1,1,8,4,4,5,5,6,3,1,1,7,7,1,1,1,1,3,0,1,1,0,1,1,0,1,35
49,0,30,16,1,0,1,12,7,6,6,8,8,9,1,0,7,6,0,0,0,1,0,1,1,1,0,1,1,0,0,97
24,0,4,2,0,1,1,12,5,5,4,4,9,8,1,0,9,2,1,0,1,0,3,0,1,0,0,0,1,1,0,57
25,1,6,4,1,1,0,8,8,7,9,9,8,9,0,0,2,9,0,1,1,0,3,0,1,1,1,0,1,1,0,71
25,1,5,2,3,1,1,6,4,3,3,4,6,9,1,0,8,1,1,1,1,0,7,1,1,0,0,0,0,0,0,38
25,1,7,2,4,0,0,14,6,7,5,6,5,6,0,0,2,1,1,1,1,0,2,0,1,1,1,0,1,1,1,57
24,1,3,2,2,1,1,8,4,4,5,3,8,3,0,0,1,2,1,0,0,1,3,1,0,0,1,0,1,0,0,29
39,0,20,9,3,1,0,12,5,4,5,6,4,9,0,1,6,7,0,0,1,0,0,1,1,1,0,1,0,0,1,86
41,1,22,17,4,0,0,6,9,9,8,9,3,8,0,1,2,1,1,1,1,0,3,0,0,1,0,0,1,1,1,61
25,0,4,3,3,0,1,6,6,7,6,5,8,9,1,0,5,3,1,0,1,0,1,0,1,1,1,0,0,0,0,62
23,1,4,3,1,0,0,10,8,7,8,8,6,5,1,0,1,8,1,1,1,1,0,1,0,0,1,1,1,1,0,46
33,0,13,5,4,1,0,8,7,7,6,6,8,6,0,1,7,7,1,0,1,0,7,0,0,1,1,1,0,0,0,56
25,1,4,3,3,1,1,12,4,3,4,4,5,4,1,1,1,8,0,1,1,1,6,1,0,0,1,1,0,1,0,39
35,1,15,11,2,0,0,10,6,5,7,7,5,3,1,0,8,6,0,0,1,0,6,0,1,1,0,0,0,0,0,64
31,1,11,7,4,1,0,6,4,3,3,4,5,3,0,1,5,8,1,1,0,0,6,0,0,1,1,0,1,1,1,40
18,0,0,0,4,1,1,8,8,7,7,8,4,6,0,1,5,5,0,1,1,0,1,1,0,0,0,0,1,0,0,42
42,0,22,10,3,0,0,10,4,5,4,3,9,4,0,1,3,9,1,0,1,0,1,0,0,1,0,0,0,1,0,67
44,1,26,9,0,1,0,8,6,7,5,5,9,9,1,1,2,1,0,1,0,1,6,1,0,0,1,1,0,1,1,78
25,0,6,3,2,1,1,12,5,5,4,4,8,8,0,1,6,7,1,1,1,1,5,1,1,1,1,0,0,1,1,56
26,1,7,4,2,0,0,10,9,9,9,9,5,4,0,1,4,6,1,1,1,1,7,1,0,1,1,0,0,1,1,42
32,0,14,7,3,0,0,6,6,5,6,5,7,8,1,1,4,8,1,1,1,0,7,0,0,1,1,1,0,1,1,52
32,1,12,7,1,1,1,10,4,3,3,5,3,3,0,1,6,2,1,0,0,0,6,1,0,0,1,1,1,1,0,45
35,1,14,7,1,1,0,6,8,7,7,7,9,9,1,1,2,1,1,1,0,1,4,0,0,0,1,1,0,0,0,38
46,0,25,17,0,0,1,8,7,8,8,6,5,8,1,1,2,1,1,0,1,0,7,0,0,0,0,0,0,1,0,53
28,0,10,8,0,0,1,8,7,6,8,8,9,3,0,0,4,2,0,1,1,1,4,0,1,1,0,0,0,1,0,41
23,0,4,1,3,0,0,12,8,8,7,7,4,7,0,0,6,5,0,1,0,0,1,1,0,0,1,0,1,1,1,59
18,1,0,0,1,0,0,14,4,3,3,3,3,6,0,1,2,7,0,0,1,1,5,1,1,1,1,1,1,0,0,63
24,0,3,1,2,0,1,12,9,10,10,9,3,9,0,0,7,9,1,1,1,1,7,0,1,0,1,0,1,0,1,39
29,0,11,7,1,0,1,8,8,7,8,8,6,4,1,0,8,4,0,0,1,1,3,0,0,0,1,0,1,0,1,60
44,0,23,16,3,0,1,8,4,5,3,3,5,5,0,1,9,9,1,1,0,0,1,0,1,1,1,1,0,1,0,54
25,0,5,4,1,0,1,10,6,7,7,7,5,6,0,0,6,3,0,1,0,0,1,1,1,0,0,0,0,0,0,53
31,0,11,5,4,1,0,12,9,10,10,8,8,8,1,1,2,6,1,1,1,0,4,1,0,0,0,0,0,0,0,56
29,1,11,9,3,0,1,14,5,6,4,4,4,7,0,0,6,9,0,1,1,0,7,1,0,1,0,0,1,1,0,64
39,1,21,7,4,0,0,8,4,4,3,3,7,6,0,0,8,1,1,0,0,1,2,0,0,1,1,1,0,1,0,47
50,0,30,19,3,0,0,6,7,8,8,7,8,3,1,0,1,4,0,1,1,0,2,0,1,1,1,1,1,1,1,96
25,1,6,2,2,1,0,12,7,7,6,8,7,6,0,1,6,5,1,1,1,1,5,0,0,1,1,0,1,0,1,42
26,0,8,6,3,1,0,12,9,9,9,10,6,9,1,0,1,6,0,1,0,0,6,0,1,0,0,1,1,0,0,64
38,0,18,11,3,0,0,12,5,4,4,6,9,8,0,1,6,8,1,1,0,1,5,1,0,0,1,0,0,0,0,56
35,1,15,10,3,0,0,12,4,3,5,4,9,6,0,0,4,2,0,0,1,1,2,1,0,1,1,0,1,0,0,59
44,1,25,19,3,1,0,14,5,6,6,5,7,9,1,0,3,6,0,1,1,0,1,1,1,1,0,1,0,0,1,100
34,1,15,5,0,0,0,10,6,5,5,5,9,6,1,1,3,7,0,0,1,0,1,0,0,1,1,0,1,0,1,76
27,1,8,2,4,1,1,14,5,6,6,5,4,8,0,0,4,6,0,1,1,1,6,0,1,0,0,1,0,0,0,61
34,1,15,12,3,0,0,14,6,5,6,5,9,5,0,1,3,4,0,0,0,1,3,0,1,1,0,1,1,0,0,62
38,1,17,8,3,0,0,12,7,8,6,7,6,7,1,1,9,6,0,1,1,0,5,1,0,0,1,0,1,0,0,84
36,1,17,6,0,1,0,8,6,5,5,5,5,6,0,1,4,4,1,0,1,1,6,0,1,1,1,1,1,0,1,54
34,0,13,7,1,1,1,8,4,3,5,4,7,6,0,1,1,9,0,1,1,1,7,0,0,0,1,0,1,1,0,49
38,0,20,13,0,1,0,10,9,9,9,10,4,5,0,0,4,1,1,0,1,1,4,0,0,1,0,0,1,0,1,53
39,0,19,6,0,1,0,10,9,8,8,8,4,4,0,1,1,9,0,0,0,0,5,0,0,0,0,1,1,1,0,63
41,1,20,9,0,1,0,12,4,3,5,4,5,6,0,1,3,4,1,1,1,0,1,0,1,1,0,0,1,1,0,78
35,0,17,5,3,1,0,8,4,5,3,4,9,9,0,1,4,3,0,1,1,0,0,1,1,0,1,1,0,0,0,84
28,0,10,5,0,1,1,8,4,4,4,3,4,8,1,0,4,5,1,1,0,1,5,0,1,1,0,1,0,0,0,31
31,0,10,8,0,1,1,12,8,9,9,8,6,9,0,0,9,3,1,0,0,1,0,0,0,1,1,0,0,0,0,56
39,0,21,18,0,1,0,6,6,5,5,7,6,8,0,1,6,1,1,0,1,0,6,0,0,0,0,1,0,0,1,59
23,1,5,3,3,0,0,8,4,5,5,3,8,6,0,0,3,8,0,1,0,0,4,0,0,0,0,0,1,0,1,46
32,0,11,4,2,0,1,10,9,9,10,8,3,4,0,0,7,9,0,0,0,0,7,1,1,0,0,1,0,1,1,60
26,0,8,6,2,0,1,10,5,6,5,4,5,8,1,1,4,6,0,1,0,1,6,0,1,0,1,0,0,1,1,51
30,0,11,6,1,0,1,8,5,4,5,4,9,9,0,1,7,2,1,0,0,0,0,1,0,0,1,1,1,1,0,58
40,0,21,8,3,0,1,12,8,9,7,7,4,9,0,0,2,6,0,1,1,0,7,1,0,0,0,1,0,1,1,85
31,0,11,9,0,1,1,10,6,5,7,7,7,6,0,0,7,6,1,0,0,1,0,1,1,1,1,1,1,1,0,61
30,1,12,9,0,0,1,14,6,6,7,5,8,6,1,0,8,6,0,1,0,1,7,1,1,1,1,0,0,1,0,66
19,0,0,0,0,0,0,10,6,6,7,7,6,6,0,0,7,9,1,0,1,1,4,1,1,0,1,0,1,0,0,36
35,0,16,11,2,0,0,8,9,10,8,10,5,7,0,1,6,4,0,1,0,0,5,1,1,0,0,1,1,1,0,61
35,0,16,6,0,1,1,8,9,9,9,10,9,8,1,0,4,2,0,0,1,1,7,0,0,1,0,0,0,0,0,70
47,0,28,11,0,1,1,6,8,9,8,7,5,3,1,0,9,8,0,1,0,0,1,0,1,0,1,0,0,1,0,67
27,0,9,6,2,1,1,10,6,5,7,7,9,7,1,0,1,6,1,0,1,1,1,1,1,1,0,1,1,1,0,47
31,0,13,5,0,0,0,8,6,7,5,5,6,4,1,1,5,1,1,1,0,1,3,1,0,1,1,0,1,1,1,40
31,1,12,6,1,0,1,10,4,3,5,5,3,7,1,0,1,6,0,1,1,0,1,1,0,1,0,0,1,1,1,68
42,0,22,16,4,0,0,10,6,6,6,5,5,9,0,1,1,2,0,0,0,0,6,0,0,0,1,1,1,0,1,81
29,0,9,6,1,0,0,8,9,8,10,9,4,7,0,1,6,4,1,1,1,0,0,0,0,1,1,1,1,0,1,58
32,1,11,6,3,0,1,8,4,3,5,4,7,5,0,1,6,2,1,0,1,1,7,1,1,0,0,1,0,1,0,42
34,1,15,11,1,0,1,12,4,3,5,5,7,4,1,0,7,4,0,1,0,1,6,1,0,0,1,0,0,0,1,43
31,0,11,8,1,1,0,14,6,5,6,6,6,4,1,0,9,7,0,0,1,1,7,0,1,0,1,0,0,1,0,52
26,0,7,4,2,1,0,8,5,4,4,6,5,4,0,1,6,8,0,1,1,0,0,0,1,1,1,1,0,1,1,59
31,1,11,4,3,1,0,8,7,8,8,8,7,7,1,0,2,3,1,0,0,0,3,1,1,1,1,0,0,0,0,55
38,0,17,7,1,1,1,14,9,8,9,10,5,4,1,1,4,1,1,1,1,1,4,1,0,1,1,0,1,1,1,47
21,1,0,0,4,0,1,6,5,4,6,5,6,8,1,1,9,1,0,1,0,1,6,1,0,0,1,0,0,1,1,33
31,0,12,4,1,0,1,14,6,5,5,7,3,5,0,0,2,7,1,0,1,1,7,0,1,1,0,1,0,1,0,40
24,0,4,1,0,0,0,6,6,5,7,6,7,6,1,1,7,1,0,0,0,1,0,0,1,1,0,0,0,0,1,46
39,0,21,8,2,0,1,12,5,4,4,5,4,7,0,1,4,3,0,1,0,0,1,0,0,1,0,1,1,0,0,82
18,1,0,0,0,0,1,8,6,5,6,5,8,6,0,0,6,5,1,1,1,0,1,0,0,1,1,0,0,0,0,52
25,1,6,5,3,0,1,14,9,9,8,9,6,6,1,1,1,5,0,0,0,1,6,1,1,1,0,0,1,0,0,59
33,1,14,5,3,0,0,8,4,5,3,3,8,7,0,0,8,4,0,0,0,0,6,0,0,0,1,0,0,1,1,58
42,1,22,16,2,0,1,12,8,7,8,9,3,8,1,0,6,8,0,0,1,0,6,1,0,0,1,0,1,0,0,84
29,0,10,7,1,1,1,6,6,7,5,7,4,7,1,1,7,3,1,1,1,1,1,1,1,0,1,1,0,1,1,34
25,0,4,1,3,0,1,8,6,6,5,5,8,4,0,1,6,8,0,0,0,1,0,1,0,0,0,1,1,0,1,39
45,1,26,22,4,1,1,12,5,5,5,6,4,5,1,0,7,6,1,0,0,1,2,1,1,0,1,1,0,1,1,55
18,1,0,0,2,0,1,10,4,3,3,3,7,7,0,1,5,4,1,0,1,0,0,1,0,1,0,1,1,0,1,44
18,1,0,0,0,0,0,14,5,6,4,4,5,6,1,0,3,3,0,1,1,0,0,0,1,0,1,0,0,0,1,50
33,1,15,11,4,1,0,10,9,8,10,10,6,7,0,1,6,2,1,0,1,0,2,0,1,1,0,0,1,0,1,67
25,0,4,1,2,0,0,12,5,5,4,4,4,5,0,0,9,6,0,0,0,0,2,1,0,1,1,0,1,0,1,60
21,1,1,0,4,0,0,10,6,6,5,5,7,3,1,1,6,1,1,0,0,1,1,1,0,1,1,1,0,0,1,32
35,0,17,5,2,1,0,14,4,5,3,3,3,8,0,0,9,8,1,0,1,1,6,0,0,1,0,0,1,0,0,53
31,1,11,8,0,0,1,14,9,8,9,10,9,6,0,1,2,5,0,1,1,1,1,0,1,0,1,1,0,1,1,80
25,0,4,2,1,1,0,8,6,7,5,7,4,3,0,1,1,7,0,1,0,1,1,1,0,1,0,1,1,0,0,41
19,1,1,0,2,0,0,12,9,10,9,10,3,3,1,0,4,7,1,0,1,1,0,0,1,1,0,1,0,0,1,37
36,0,16,6,3,0,1,12,6,6,6,7,6,9,0,0,5,6,1,0,1,1,5,1,1,0,1,0,0,1,1,63
35,0,17,12,0,1,0,8,6,7,5,7,7,5,1,1,7,5,0,1,0,1,4,1,0,1,0,0,1,0,1,56
29,0,8,6,0,0,0,10,6,6,5,6,3,8,1,1,8,2,0,1,0,0,5,0,1,1,0,0,0,1,1,64
44,0,23,13,4,1,0,6,8,7,7,8,5,7,0,1,1,3,1,1,1,1,6,1,1,1,1,1,0,0,1,62
21,0,3,2,3,0,0,12,7,8,6,6,8,3,1,1,6,3,1,1,1,0,3,0,1,0,1,0,1,1,0,45
18,0,0,0,4,0,1,8,4,5,3,4,3,9,1,0,1,5,0,1,1,0,4,0,0,1,0,1,1,0,0,47
24,0,5,4,0,1,1,6,8,7,7,9,3,4,0,1,8,2,0,1,0,1,2,1,0,1,1,1,0,1,1,42
29,0,10,5,2,0,0,10,7,8,6,8,7,7,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,55
31,0,13,10,3,1,0,10,9,8,9,10,7,8,1,0,4,4,0,0,0,0,5,1,0,0,1,0,1,1,0,78
28,1,8,6,0,0,1,12,7,7,8,6,4,6,1,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,51
32,1,13,7,3,1,0,14,7,7,7,6,8,7,0,0,2,3,0,0,1,0,3,1,0,1,0,0,0,1,1,75
19,0,0,0,2,1,1,10,8,9,7,7,3,5,1,1,8,6,1,1,0,1,6,0,0,1,1,0,0,1,1,29
41,1,21,11,1,1,1,6,4,4,5,3,3,9,0,0,6,9,0,0,1,0,4,0,0,0,1,1,0,1,0,59
29,1,10,7,4,1,0,12,5,5,6,4,7,5,0,0,4,2,1,1,1,1,7,1,1,1,0,1,0,0,0,36
38,0,18,7,4,0,0,10,7,6,6,6,9,6,0,1,3,5,1,1,1,0,2,0,1,0,0,0,0,0,0,67
32,0,14,8,0,1,0,10,5,5,4,5,5,6,0,0,6,2,0,1,1,0,3,1,0,1,0,0,1,0,1,63
33,1,13,10,0,0,0,8,5,5,5,6,9,6,1,1,6,6,1,0,1,1,0,1,1,1,0,0,0,0,1,45
34,0,15,7,2,0,0,10,6,6,7,6,7,9,0,0,5,1,0,1,0,1,3,0,1,1,0,1,0,1,1,67
33,0,15,10,0,0,0,8,5,4,6,4,5,9,1,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,51
35,0,15,6,0,1,0,12,9,10,8,10,8,5,1,0,9,9,0,1,1,1,4,1,0,1,0,1,1,0,1,75
40,1,19,6,0,1,0,10,9,8,8,10,9,8,0,1,6,5,0,0,0,1,2,1,0,1,0,1,0,0,1,82
31,1,12,9,3,0,0,12,6,7,7,7,7,9,0,1,5,9,0,1,0,1,1,1,0,1,1,0,0,1,1,67
35,1,17,6,3,0,0,10,4,5,5,4,8,8,1,0,7,8,1,0,0,1,4,1,0,1,1,0,1,0,1,46
29,0,9,4,1,0,1,8,4,4,3,5,6,9,0,1,1,9,0,1,0,1,1,1,0,1,1,0,1,1,1,61
41,0,20,16,3,1,0,12,9,9,8,8,3,7,0,0,7,9,0,1,1,0,3,1,0,1,1,0,0,0,0,86
24,0,5,2,4,1,0,10,6,5,5,5,8,3,0,0,1,8,0,0,0,1,2,0,1,0,0,0,1,0,0,35
44,0,23,20,1,1,1,8,4,3,4,4,5,3,1,1,9,3,1,1,1,0,5,1,0,1,0,0,1,1,1,50
29,0,9,7,0,0,1,10,7,6,7,7,6,4,1,0,6,7,0,0,1,0,3,1,1,0,0,0,0,0,1,57
18,1,0,0,4,1,0,10,4,4,3,3,5,5,1,1,7,4,0,0,1,0,3,0,1,0,1,0,1,0,1,51
31,0,13,4,1,1,1,12,6,7,6,6,4,6,1,0,7,8,1,1,0,1,6,1,0,1,0,1,0,0,0,38
24,1,3,2,1,1,0,10,9,8,10,10,4,8,0,1,1,7,0,0,0,0,4,1,0,0,0,0,1,0,1,48
36,0,18,10,4,1,1,12,7,8,8,7,3,9,1,0,2,9,0,0,0,1,2,0,1,0,1,0,0,0,0,69
24,1,5,1,1,0,1,6,5,5,4,6,6,7,1,0,3,8,1,0,0,1,2,1,0,1,1,0,0,0,0,35
26,0,8,5,4,0,1,10,5,5,6,6,6,8,1,0,8,3,1,1,0,1,3,0,1,0,0,1,0,1,1,49
18,0,0,0,1,0,0,14,5,5,6,6,4,5,1,0,9,5,1,1,0,0,6,1,1,1,1,1,1,0,1,43
26,0,6,4,1,0,1,12,9,9,10,10,3,4,1,0,8,3,1,0,1,1,2,0,1,1,1,0,0,0,1,52
18,0,0,0,1,1,1,8,6,7,7,7,8,8,0,1,6,9,0,0,0,0,0,1,1,0,1,0,0,0,1,57
18,1,0,0,4,0,1,8,5,6,6,4,4,3,1,1,2,1,1,1,0,1,6,0,1,0,0,0,0,1,1,11
36,0,17,6,1,0,1,8,4,3,4,3,6,7,0,0,2,7,1,1,0,0,2,0,0,0,0,1,0,0,1,50
36,1,16,14,3,0,1,12,5,6,5,4,5,3,1,0,7,9,1,0,1,0,3,0,1,1,1,0,0,1,0,68
33,1,12,8,3,0,1,12,8,9,7,9,9,7,1,1,9,3,1,1,1,1,0,1,1,0,0,0,0,0,0,64
22,1,1,0,3,0,0,12,9,10,10,9,6,6,0,1,6,7,0,0,1,1,6,0,0,1,1,1,0,0,1,62
29,0,11,5,3,1,0,10,8,7,8,8,3,7,1,0,1,7,0,0,0,1,0,1,1,1,0,1,1,0,0,66
29,0,8,4,3,0,0,12,5,6,5,6,6,9,0,0,9,2,0,1,0,0,4,0,0,1,1,0,0,1,0,62
20,1,0,0,0,1,1,10,5,6,5,5,7,6,1,0,7,5,0,0,1,1,3,1,0,1,1,1,0,1,1,68
42,0,24,14,1,1,1,8,8,9,9,9,6,5,0,0,3,7,0,0,1,0,2,0,1,0,0,1,0,0,1,79
37,1,18,11,2,1,1,10,9,9,9,9,7,3,1,0,2,2,0,1,1,0,5,0,0,0,1,0,0,1,1,72
28,1,9,6,0,0,0,14,9,10,8,10,4,7,0,0,3,2,1,1,1,0,0,0,1,1,0,1,0,0,0,63
30,0,10,4,4,0,1,12,5,4,4,5,8,7,1,1,2,6,0,1,1,1,3,0,1,1,0,0,0,0,0,63
31,0,11,9,0,1,1,10,9,8,10,9,7,4,0,0,2,2,1,0,0,1,4,1,1,1,1,0,0,1,0,44
18,1,0,0,2,0,1,10,7,6,6,6,6,3,1,0,4,1,0,1,0,1,1,1,1,0,0,0,0,1,1,40
28,1,10,8,0,1,1,14,9,8,9,9,8,5,1,1,6,3,0,0,0,1,1,0,1,0,1,0,0,1,1,69
24,0,4,1,1,1,1,10,8,8,9,8,9,6,0,1,3,1,1,0,0,0,2,0,0,0,0,1,1,1,1,48
21,0,1,0,3,0,1,8,6,5,5,7,8,5,0,1,9,6,0,0,1,0,7,1,0,0,0,1,1,0,1,42
27,0,8,4,1,0,0,14,8,8,9,8,6,4,0,0,5,4,0,0,0,1,1,1,1,0,1,0,0,0,1,48
44,1,25,14,0,1,0,12,4,4,4,4,6,5,0,1,5,2,1,1,1,1,0,1,1,1,1,1,1,0,0,72
35,1,16,10,2,0,0,8,7,7,6,7,9,6,1,0,7,7,0,1,1,0,5,0,1,0,0,1,0,1,0,77
25,1,5,2,4,1,1,10,6,5,6,6,3,3,0,1,9,7,0,0,1,1,0,1,1,0,1,1,0,0,0,52
34,0,13,7,1,1,0,10,5,4,4,5,4,8,0,1,1,8,0,0,0,0,3,0,0,0,0,0,0,1,0,60
41,1,21,15,2,0,1,8,4,4,5,3,7,4,1,1,9,7,1,1,0,0,2,1,1,0,0,1,0,1,0,44
37,1,17,12,4,1,1,14,4,4,3,4,5,9,0,0,2,1,1,0,1,1,5,0,1,0,1,1,0,1,0,55
30,1,11,8,3,0,0,10,7,6,6,8,7,7,0,1,3,3,0,0,0,0,3,1,0,0,1,1,1,0,1,67
24,0,4,1,1,0,1,12,6,7,5,7,6,7,0,1,5,1,1,0,0,0,7,0,0,1,0,0,0,0,1,25
35,1,17,11,1,1,0,8,4,5,5,4,5,3,1,1,4,2,1,0,1,0,5,0,0,1,0,1,1,1,0,39
33,0,13,8,3,0,0,10,6,7,5,6,5,8,0,0,5,1,1,0,0,1,3,1,0,0,0,1,0,1,0,49
37,1,17,8,3,1,0,6,6,5,6,6,7,5,1,0,5,9,0,1,0,0,6,1,0,1,1,0,1,0,0,67
35,1,15,8,0,0,1,12,9,8,10,8,9,9,1,0,5,7,1,1,0,1,2,0,1,1,0,1,0,1,1,70
38,0,18,8,4,1,1,10,4,4,5,5,7,9,1,0,5,9,0,1,1,0,5,1,1,0,0,1,0,1,0,80
25,0,4,1,2,1,1,10,6,5,6,5,7,7,1,0,2,8,1,1,0,1,5,0,1,0,0,0,1,1,0,33
40,0,20,8,3,1,0,6,7,6,8,6,7,4,1,1,1,2,0,0,0,0,3,0,1,0,1,1,1,1,1,65
31,1,13,4,0,0,0,8,4,3,3,4,9,8,1,1,8,1,0,1,0,0,7,0,0,1,1,0,0,1,1,65
46,0,28,19,4,1,0,6,7,7,8,7,9,6,0,0,3,5,1,0,0,0,7,1,0,0,1,0,0,1,0,51
24,1,4,2,4,1,1,8,7,7,7,8,4,9,0,1,7,7,1,0,1,0,5,1,0,1,0,1,1,1,0,52
43,1,24,20,1,1,1,10,6,7,7,6,3,5,0,1,8,2,0,1,1,1,1,0,0,0,0,1,1,1,1,68
31,0,10,7,0,0,1,10,6,7,6,7,3,8,1,0,6,4,0,1,0,0,4,0,0,1,1,0,0,0,1,61
24,0,4,1,0,1,1,10,9,8,10,8,7,9,0,0,6,7,1,0,1,0,3,0,1,0,0,0,1,1,0,67
26,0,6,4,1,1,0,10,9,8,9,10,3,6,1,0,3,9,1,1,0,1,5,1,1,1,0,1,0,1,0,40
27,0,7,5,2,1,1,8,4,4,5,5,7,8,1,1,9,6,0,0,1,0,0,0,1,0,0,1,1,1,0,56
33,1,14,7,3,0,1,8,9,10,8,10,7,8,0,0,3,7,1,0,0,0,6,0,0,0,1,1,0,0,0,60
34,1,15,9,1,1,0,8,5,6,5,4,7,5,0,0,5,8,1,0,1,1,0,0,1,0,1,0,0,1,0,53
25,0,6,5,3,0,1,12,4,5,4,3,8,4,0,0,6,8,1,1,0,0,6,0,1,0,0,1,0,1,1,46
29,0,8,4,0,0,1,10,7,6,8,7,4,6,0,1,1,9,0,0,0,1,1,1,1,0,1,0,1,0,0,60
47,1,29,24,1,0,0,8,9,8,10,9,6,4,0,1,9,2,0,1,0,0,3,0,0,0,1,0,1,0,0,82
43,1,22,7,2,0,1,8,9,8,10,10,3,6,1,1,7,7,0,1,1,1,6,0,0,1,1,1,1,0,0,79
33,0,14,5,3,0,0,12,9,9,8,10,3,9,1,0,1,2,0,1,1,0,7,0,0,1,1,0,0,1,0,79
30,1,12,6,3,1,1,12,6,7,7,5,4,9,1,1,6,7,1,0,0,1,3,0,1,1,0,0,1,1,1,46
30,1,12,7,3,1,0,12,7,7,7,6,4,5,0,0,7,9,1,0,0,1,2,1,1,0,0,1,0,0,1,45
34,1,15,11,0,0,1,10,9,10,10,8,7,4,1,0,5,4,0,0,0,1,7,0,0,1,0,0,1,1,0,60
21,1,2,1,3,0,0,8,8,7,7,9,7,9,0,1,5,5,0,1,1,0,3,1,1,0,0,0,1,0,1,54
27,1,6,3,4,1,1,14,8,8,9,9,8,5,1,0,7,5,0,0,0,0,7,0,1,1,1,0,1,1,1,69
18,1,0,0,3,1,1,12,7,7,8,6,8,8,0,1,3,2,1,0,1,1,3,1,1,0,0,1,0,1,1,53
33,1,15,11,0,1,0,8,9,8,9,10,6,8,1,0,3,3,0,1,1,0,0,0,1,1,1,0,0,0,1,92
35,1,15,9,1,0,0,12,5,6,6,4,3,5,1,0,1,1,1,0,0,1,2,1,0,1,0,1,1,0,1,46
26,0,7,2,3,1,0,12,5,6,4,5,4,6,1,1,8,3,0,0,0,1,7,1,1,1,1,0,1,0,1,47
42,1,23,13,3,1,1,8,4,5,5,3,6,9,1,0,2,5,1,1,0,0,3,1,0,0,0,0,1,1,0,57
20,0,0,0,1,0,0,10,4,5,5,5,3,8,0,1,3,9,1,0,1,1,5,1,0,0,1,1,0,1,0,33
18,0,0,0,4,0,1,8,9,8,9,10,6,6,1,1,7,1,1,0,0,0,1,0,1,0,0,0,1,0,0,33
31,0,12,7,0,1,0,8,4,3,5,5,6,4,1,0,8,6,0,0,0,1,6,1,0,1,0,1,0,0,1,39
38,0,20,9,1,1,1,12,6,5,6,7,9,7,1,0,9,2,0,0,1,0,3,0,0,0,1,1,0,1,0,89
43,0,25,22,0,0,1,8,5,4,5,4,7,8,1,0,8,6,0,0,1,1,2,0,1,0,1,0,1,1,0,58
26,1,6,4,1,1,0,12,7,7,8,6,6,8,1,0,7,6,0,1,0,1,1,0,0,0,0,1,0,1,1,56
38,0,19,10,2,1,1,14,9,9,9,9,7,3,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,83
29,1,8,3,4,1,0,6,9,9,9,8,3,6,1,0,1,5,1,0,1,0,1,0,1,0,1,0,1,0,1,55
28,0,10,7,2,1,0,10,8,7,9,8,8,5,1,0,8,2,1,0,1,0,0,1,1,0,0,1,1,0,1,57
37,1,17,7,1,1,0,12,5,6,6,4,3,3,1,0,7,1,0,0,0,1,0,0,1,1,1,0,1,0,1,60
35,1,16,6,1,0,1,12,5,5,4,4,7,4,0,0,2,9,0,0,1,1,1,1,1,1,1,0,1,0,1,56
18,0,0,0,0,1,1,12,5,5,4,6,8,3,1,0,9,6,1,0,1,0,5,0,0,1,1,0,1,1,0,41
41,1,22,10,1,1,1,8,4,3,4,4,9,3,0,0,7,1,1,1,0,0,0,0,0,1,0,0,1,0,0,54
41,0,22,14,0,0,1,10,6,7,6,7,5,7,1,1,9,9,0,1,0,0,1,1,0,0,0,1,1,1,1,69
24,1,6,2,0,1,0,10,7,8,8,8,8,7,0,0,1,9,0,1,1,0,1,0,0,0,1,0,0,0,0,65
33,1,15,10,1,1,1,14,4,5,3,3,6,3,0,0,3,7,0,0,0,0,4,1,1,0,0,1,1,1,1,60
33,0,15,7,0,0,0,8,6,5,5,5,3,7,0,0,2,9,0,0,1,0,0,0,0,1,1,0,0,0,1,70
32,1,13,3,4,0,1,14,5,6,6,5,9,9,0,1,6,1,1,0,1,0,4,1,0,1,1,0,1,1,1,72
